_observation.scope_ids	action.delivered_exposure	action.selected	action.success	learning.edge.access-bundle.strength	learning.edge.bundle-context.strength	learning.edge.cue-root.strength	learning.edge.episode-bundle.strength	learning.edge.global-protector-one.strength	learning.edge.joint-one.strength	learning.edge.joint-three.strength	learning.edge.joint-two.strength	learning.edge.local-broadcast.strength	learning.edge.local-monitor.strength	learning.edge.partner-regulation.strength	learning.edge.partner-trust-one.strength	learning.edge.protector-one-two.strength	learning.edge.protector-three-one.strength	learning.edge.protector-two-three.strength	learning.edge.structure-episode.strength	learning.parameter.episode-state.value	learning.parameter.exposure-state.value	learning.parameter.partner-state.value	observation.delivered_log_likelihood	observation.is_imaginal	observation.log_likelihood.full-coupling	observation.log_likelihood.reduced-coupling	observation.marginal_equivalence_error	observation.scope_size	observation.source	policy.access_probability	policy.joint.expected_free_energy.protector-one=approach;protector-three=approach;protector-two=approach	policy.joint.posterior.protector-one=approach;protector-three=approach;protector-two=approach	policy.protector.protector-one.permission_probability	policy.protector.protector-three.permission_probability	policy.protector.protector-two.permission_probability	provenance.edge_id	provenance.model_candidate	provenance.observation_event_id	provenance.rng_namespace	provenance.update_function	run.arm	run.episode	run.event_executed	run.event_id	run.event_index	run.event_kind	run.genome_id	run.row_index	run.row_kind	run.seed	run.stop_reason	run.stopped	run.time	state.access.access-main.probability	state.bundle.bundle-main.activation_probability	state.bundle.bundle-main.expected_outcome	state.bundle.bundle-main.mandate_probability	state.bundle.bundle-main.root_probability	state.context.context-main.posterior.episode-state.mixed	state.context.context-main.posterior.episode-state.repair	state.context.context-main.posterior.episode-state.safe	state.context.context-main.posterior.episode-state.threat	state.context.context-main.posterior.exposure-state.high	state.context.context-main.posterior.exposure-state.low	state.context.context-main.posterior.partner-state.adverse	state.context.context-main.posterior.partner-state.ambiguous	state.context.context-main.posterior.partner-state.helpful	state.context.context-main.transition_entropy	state.cue.cue-main.meaning_probability	state.cue.cue-main.root_association	state.episode.episode-main.joint_probability	state.global_precision.global-main.context	state.global_precision.global-main.depth	state.global_precision.global-main.interoception	state.global_precision.global-main.part	state.global_precision.global-main.policy	state.global_precision.global-main.relationship	state.local_precision.local-one.calibration_error	state.local_precision.local-one.mean	state.partner.partner-main.regulation_probability	state.partner.partner-main.trust_probability	state.protector.protector-one.forecast_coprotection	state.protector.protector-one.forecast_outcome	state.protector.protector-one.forecast_partner_type	state.protector.protector-one.permission_probability	state.protector.protector-one.suppression_probability	state.protector.protector-three.forecast_coprotection	state.protector.protector-three.forecast_outcome	state.protector.protector-three.forecast_partner_type	state.protector.protector-three.permission_probability	state.protector.protector-three.suppression_probability	state.protector.protector-two.forecast_coprotection	state.protector.protector-two.forecast_outcome	state.protector.protector-two.forecast_partner_type	state.protector.protector-two.permission_probability	state.protector.protector-two.suppression_probability	state.structure.structure-main.complexity.full-coupling	state.structure.structure-main.complexity.reduced-coupling	state.structure.structure-main.first_stable_reduced_win	state.structure.structure-main.log_evidence.full-coupling	state.structure.structure-main.log_evidence.reduced-coupling	state.structure.structure-main.reversals_to_full	state.structure.structure-main.selected.full-coupling	state.structure.structure-main.selected.reduced-coupling	world.potential_hazard	world.realized_hazard	world.truth.episode-state	world.truth.exposure-state	world.truth.partner-state
	0.25	approach	true	1.0	1.0	0.5003139032468079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4155058698605893	0.5	0.38520679436869765								0.42372881355932207	0.44095900140161337	1.0	0.0	0.0	0.0						closed-loop	1					c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	10	tick	71005		false	2	0.42372881355932207	0.494110859877758	0.4645669291338582	0.5	0.5950989289513887	0.1872720160024112	0.4904497811121523	0.16732557258149788	0.1549526303039386	0.5	0.5	0.35257630144336616	0.32306346539511666	0.32436023316151713	0.9243685311897578	0.5516009969752149	0.5003139032468079	0.4904497811121523	0.07563146881024219	0.6032857369158533	0.5	0.8046376591795492	1.0	0.6361595565894749	0.2079065101588078	0.7327648165971812	0.6484936457135239	0.5623546181498494	0.4237288135593221	0.4930417158545858	0.5623546181498494	0.0	1.0	0.45838526470695395	0.4237288135593221	0.5623546181498494	0.0	1.0	0.45838526470695395	0.4237288135593221	0.5623546181498494	0.0	1.0	0.3	0.28	1.0	-15.473402500746952	-15.457295683869482	0.0	false	true	false	false	threat	low	adverse
["episode-state", "episode-main", "bundle-main", "context-main"]																							-1.4657697210419736	false	-1.9829202333696994	-1.9829006111680674	0.0	4	world								reduced-coupling	closed-episode-stream#2	emission:episode-emission;distribution:closed-loop/reliable-signal;scalar_ordinal=0	common-observation-update-v1	closed-loop	1	true	closed-episode-stream#2	8	observe	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	11	event	71005			3																																																								
	1.0	approach	true	1.0	1.0	0.5003139032468079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4167895831784892	0.5	0.38520679436869765								0.4645669291338582	0.45311032721739075	1.0	0.0	0.0	0.0						closed-loop	1					c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	12	tick	71005		false	3	0.4645669291338582	0.5604242469052102	0.5	0.5	0.5829403420196962	0.55606861442309	0.1500361801427173	0.15344545554866715	0.1404497498855255	0.5	0.5	0.35257629425793496	0.3230634486499719	0.32436025709209315	0.7501497889485426	0.5516009969752149	0.5003139032468079	0.55606861442309	0.24985021105145744	0.6357479352257636	0.5	0.7902630906630757	1.0	0.6386263744142847	0.08048009856608418	0.7528848412387023	0.6484936457135239	0.5623546181498494	0.4645669291338583	0.5134607736418538	0.5623546181498494	0.0	1.0	0.489013851387856	0.4645669291338583	0.5623546181498494	0.0	1.0	0.489013851387856	0.4645669291338583	0.5623546181498494	0.0	1.0	0.3	0.28	1.0	-17.45632273411665	-17.44019629503755	0.0	false	true	false	false	threat	high	adverse
["episode-state", "episode-main", "bundle-main", "context-main"]																							-1.4718946093947456	false	-2.077555068711807	-2.0781939888698884	0.0	4	world								full-coupling	closed-episode-stream#3	emission:episode-emission;distribution:closed-loop/reliable-signal;scalar_ordinal=0	common-observation-update-v1	closed-loop	1	true	closed-episode-stream#3	9	observe	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	13	event	71005			4																																																								
	1.0	approach	true	1.0	1.0	0.5003139032468079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.41819936501751687	0.5	0.38520679436869765								0.5	0.43778085354678287	1.0	0.0	0.0	0.0						closed-loop	1					c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	14	tick	71005		false	4	0.5	0.5939039106706923	0.5310344827586208	0.5	0.5830177980543939	0.5990071322375876	0.13550607577359686	0.13835915731337076	0.12712763467544477	0.5	0.5	0.3525762942036179	0.3230634485701462	0.3243602572262359	0.7071462444332721	0.5516009969752149	0.5003139032468079	0.5990071322375876	0.2928537555667279	0.6432482050038123	0.5	0.7827874407782011	1.0	0.6405998286741326	0.15059281320056583	0.7905330445388439	0.6484936457135239	0.5623546181498494	0.5	0.5311773090749248	0.5623546181498494	0.0	1.0	0.5155886545374624	0.5	0.5623546181498494	0.0	1.0	0.5155886545374624	0.5	0.5623546181498494	0.0	1.0	0.3	0.28	1.0	-19.533877802828457	-19.518390283907436	0.0	false	true	false	false	threat	high	adverse
["episode-state", "episode-main", "bundle-main", "context-main"]																							-1.3211715917260862	false	-1.9653924279921948	-1.9555281670081799	0.0	4	world								reduced-coupling	closed-episode-stream#4	emission:episode-emission;distribution:closed-loop/reliable-signal;scalar_ordinal=0	common-observation-update-v1	closed-loop	1	true	closed-episode-stream#4	10	observe	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	15	event	71005			5																																																								
	1.0	approach	true	1.0	1.0	0.5003139032468079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.41962986675242225	0.5	0.38520679436869765								0.5310344827586208	0.3835363914768729	1.0	1.0	1.0	1.0						closed-loop	1					c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	16	tick	71005		false	5	0.5310344827586208	0.5837342183577505	0.5584415584415584	0.5	0.5748318027048628	0.1785106089515143	0.14516171679199946	0.11852159057429527	0.5578060836821911	0.5	0.5	0.3525762942033507	0.32306344856968494	0.3243602572269644	0.690232309633819	0.5516009969752149	0.5003139032468079	0.5578060836821911	0.309767690366181	0.6472565687957043	0.5	0.7843365615303297	1.0	0.6421785920820108	0.07406148769803333	0.7720176726143356	0.6484936457135239	0.5623546181498494	0.5310344827586208	0.5466945504542351	0.5623546181498494	1.0	0.0	0.5388645166064279	0.5310344827586208	0.5623546181498494	1.0	0.0	0.5388645166064279	0.5310344827586208	0.5623546181498494	1.0	0.0	0.3	0.28	1.0	-21.499270230820652	-21.473918450915615	0.0	false	true	true	false	threat	high	adverse
["episode-state", "episode-main", "bundle-main", "context-main"]																							-1.333237724636509	false	-1.8075848029054156	-1.8088505074570052	0.0	4	world								full-coupling	closed-episode-stream#5	emission:episode-emission;distribution:closed-loop/reliable-signal;scalar_ordinal=0	common-observation-update-v1	closed-loop	1	true	closed-episode-stream#5	11	observe	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	17	event	71005			6																																																								
	1.0	approach	true	1.0	1.0	0.5003139032468079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.42080706930551814	0.5	0.38520679436869765								0.5584415584415584	0.3293136141717291	1.0	1.0	1.0	1.0						closed-loop	1					c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	18	tick	71005		false	6	0.5584415584415584	0.5694141784374314	0.5828220858895705	0.5	0.562301607561577	0.1849318599186038	0.1588118119491279	0.13245280605366613	0.5238035220786021	0.5	0.5	0.3525762942033492	0.32306344856968244	0.32436025722696843	0.7318095926546542	0.5516009969752149	0.5003139032468079	0.5238035220786021	0.2681904073453458	0.6387009587801581	0.5	0.781872783747131	1.0	0.6434416028083134	0.1136645892317304	0.7436015253064031	0.6484936457135239	0.5623546181498494	0.5584415584415585	0.560398088295704	0.5623546181498494	1.0	0.0	0.5594198233686313	0.5584415584415585	0.5623546181498494	1.0	0.0	0.5594198233686313	0.5584415584415585	0.5623546181498494	1.0	0.0	0.3	0.28	1.0	-23.30685503372607	-23.28276895837262	0.0	false	true	true	false	threat	high	adverse
["episode-state", "episode-main", "bundle-main", "context-main"]																							-1.3129745213823767	false	-2.0366774211743097	-2.0390431403124576	0.0	4	world								full-coupling	closed-episode-stream#6	emission:episode-emission;distribution:closed-loop/reliable-signal;scalar_ordinal=0	common-observation-update-v1	closed-loop	1	true	closed-episode-stream#6	12	observe	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	19	event	71005			7																																																								
	1.0	approach	true	1.0	1.0	0.5003139032468079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4224009992077852	0.5	0.38520679436869765								0.5828220858895705	0.36423082874691615	1.0	1.0	1.0	1.0						closed-loop	1					c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	20	tick	71005		false	7	0.5828220858895705	0.640560000879108	0.6046511627906976	0.5	0.573795357376035	0.16124100757932971	0.12443023469943158	0.0892047368377842	0.6251240208834544	0.5	0.5	0.3525762942033492	0.32306344856968244	0.32436025722696843	0.6043043207946762	0.5516009969752149	0.5003139032468079	0.6251240208834545	0.3956956792053238	0.662873244530733	0.5	0.7742185320589855	1.0	0.6444520113893555	0.11071797543511486	0.7712810191651818	0.6484936457135239	0.5623546181498494	0.5828220858895705	0.5725883520197099	0.5623546181498494	1.0	0.0	0.5777052189546402	0.5828220858895705	0.5623546181498494	1.0	0.0	0.5777052189546402	0.5828220858895705	0.5623546181498494	1.0	0.0	0.3	0.28	1.0	-25.34353245490038	-25.32181209868508	0.0	false	true	true	false	threat	high	adverse
["episode-state", "episode-main", "bundle-main", "context-main"]																							-1.4299542366539724	false	-0.7770107366884	-0.7808101256437455	0.0	4	world								full-coupling	closed-episode-stream#7	emission:episode-emission;distribution:closed-loop/reliable-signal;scalar_ordinal=0	common-observation-update-v1	closed-loop	2	true	closed-episode-stream#7	13	observe	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	21	event	71005			8																																																								
	1.0	approach	true	1.0	1.0	0.5003139032468079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4233429270849374	0.5	0.38520679436869765								0.6046511627906976	0.21483028406828997	1.0	1.0	1.0	1.0						closed-loop	2					c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	22	tick	71005		false	8	0.6046511627906976	0.5241489527798471	0.6243093922651933	0.5	0.5555703472508319	0.18686835088246323	0.49377445383221974	0.16084979513226952	0.15850740015304746	0.5	0.5	0.3525762942033492	0.32306344856968244	0.32436025722696843	0.9189228839461369	0.5516009969752149	0.5003139032468079	0.4937744538322198	0.08107711605386314	0.5999936967576553	0.5	0.7736310294802249	1.0	0.6452603382541892	0.176149280058016	0.7272436991506779	0.6484936457135239	0.5623546181498494	0.6046511627906976	0.5835028904702735	0.5623546181498494	1.0	0.0	0.5940770266304856	0.6046511627906976	0.5623546181498494	1.0	0.0	0.5940770266304856	0.6046511627906976	0.5623546181498494	1.0	0.0	0.3	0.28	1.0	-26.12054319158878	-26.102622224328826	0.0	false	true	true	false	threat	high	adverse
["episode-state", "episode-main", "bundle-main", "context-main"]																							-1.3375778218242036	false	-1.772642625360477	-1.7728710012209878	0.0	4	world								full-coupling	closed-episode-stream#8	emission:episode-emission;distribution:closed-loop/reliable-signal;scalar_ordinal=0	common-observation-update-v1	closed-loop	2	true	closed-episode-stream#8	14	observe	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	23	event	71005			9																																																								
	1.0	approach	true	1.0	1.0	0.5003139032468079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4243053305476737	0.5	0.38520679436869765								0.6243093922651933	0.23606356313658683	1.0	1.0	1.0	1.0						closed-loop	2					c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	24	tick	71005		false	9	0.6243093922651933	0.5755102597868583	0.6421052631578947	0.5	0.5461206764562051	0.18894722137732592	0.16248091261714412	0.13826395159808436	0.5103079144074455	0.5	0.5	0.3525762942033492	0.32306344856968244	0.32436025722696843	0.7454663449301753	0.5516009969752149	0.5003139032468079	0.5103079144074456	0.2545336550698247	0.6329588436460394	0.5	0.7643535634143156	1.0	0.6459069997460561	0.09267316621407784	0.7040754075971585	0.6484936457135239	0.5623546181498494	0.6243093922651933	0.5933320052075214	0.5623546181498494	1.0	0.0	0.6088206987363574	0.6243093922651933	0.5623546181498494	1.0	0.0	0.6088206987363574	0.6243093922651933	0.5623546181498494	1.0	0.0	0.3	0.28	1.0	-27.893185816949256	-27.875493225549814	0.0	false	true	true	false	threat	high	adverse
["episode-state", "episode-main", "bundle-main", "context-main"]																							-1.3079381647683002	false	-2.0978835566907543	-2.1007927496804015	0.0	4	world								full-coupling	closed-episode-stream#9	emission:episode-emission;distribution:closed-loop/reliable-signal;scalar_ordinal=0	common-observation-update-v1	closed-loop	2	true	closed-episode-stream#9	15	observe	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	25	event	71005			10																																																								
	1.0	approach	true	1.0	1.0	0.5003139032468079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.42583676175561413	0.5	0.38520679436869765								0.6421052631578947	0.30450799300714537	1.0	1.0	1.0	1.0						closed-loop	2					c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	26	tick	71005		false	10	0.6421052631578947	0.6715482586616197	0.6582914572864322	0.5	0.5674148346459829	0.15558271572036753	0.11715577268496072	0.07741192473948694	0.6498495868551848	0.5	0.5	0.3525762942033492	0.32306344856968244	0.32436025722696843	0.5675841775775311	0.5516009969752149	0.5003139032468079	0.6498495868551849	0.4324158224224689	0.6662276167225805	0.5	0.7522979322508841	1.0	0.6464243289395497	0.20935371894788002	0.7564138373341285	0.6484936457135239	0.5623546181498494	0.6421052631578948	0.6022299406538721	0.5623546181498494	1.0	0.0	0.6221676019058835	0.6421052631578948	0.5623546181498494	1.0	0.0	0.6221676019058835	0.6421052631578948	0.5623546181498494	1.0	0.0	0.3	0.28	1.0	-29.99106937364001	-29.976285975230216	0.0	false	true	true	false	threat	high	adverse
["episode-state", "episode-main", "bundle-main", "context-main"]																							-1.322991466060284	false	-1.8799090271720362	-1.8808550628505447	0.0	4	world								full-coupling	closed-episode-stream#10	emission:episode-emission;distribution:closed-loop/reliable-signal;scalar_ordinal=0	common-observation-update-v1	closed-loop	2	true	closed-episode-stream#10	16	observe	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	27	event	71005			11																																																								
	0.25	approach	true	1.0	1.0	0.5003139032468079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4269221539808169	0.5	0.38520679436869765								0.6582914572864322	0.22780939792430532	1.0	1.0	1.0	1.0						closed-loop	2					c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	28	tick	71005		false	11	0.6582914572864322	0.6201918785583667	0.6730769230769231	0.5	0.5658270126509543	0.1747136176877961	0.14567806762032676	0.11222070717066392	0.5673876075212132	0.5	0.5	0.3525762942033492	0.32306344856968244	0.32436025722696843	0.6803428957906814	0.5516009969752149	0.5003139032468079	0.5673876075212132	0.3196571042093186	0.6439232819542393	0.5	0.7531211132675331	1.0	0.6468381922943446	0.0006193865817074595	0.7562589906887016	0.6484936457135239	0.5623546181498494	0.6582914572864322	0.6103230377181408	0.5623546181498494	1.0	0.0	0.6343072475022865	0.6582914572864322	0.5623546181498494	1.0	0.0	0.6343072475022865	0.6582914572864322	0.5623546181498494	1.0	0.0	0.3	0.28	1.0	-31.870978400812046	-31.857141038080762	0.0	false	true	false	false	threat	low	adverse
["episode-state", "episode-main", "bundle-main", "context-main"]																							-1.4331837170856285	false	-1.6991952756376019	-1.6991928656678177	0.0	4	world								reduced-coupling	closed-episode-stream#11	emission:episode-emission;distribution:closed-loop/reliable-signal;scalar_ordinal=0	common-observation-update-v1	closed-loop	2	true	closed-episode-stream#11	17	observe	c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	29	event	71005			12																																																								
	1.0	approach	true	1.0	1.0	0.5003139032468079	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.42740540091668366	0.5	0.38520679436869765								0.6730769230769231	0.11439041812968526	1.0	1.0	1.0	1.0						closed-loop	2					c44b479670ab23b6e334606a99194c7bb4aef56fbd5f5a80d76002404fcd15bb	30	tick	71005		false	12	0.6730769230769231	0.5301091440525243	0.686635944700461	0.5	0.5359351958038272	0.4234854018456985	0.19311128240554376	0.18965116274877622	0.19375215299998164	0.5	0.5	0.3525762942033492	0.32306344856968244	0.32436025722696843	0.8471554308072349	0.5516009969752149	0.5003139032468079	0.4234854018456985	0.15284456919276512	0.6107525081845424	0.5	0.7537486887517668	1.0	0.6471692829781804	0.18417369035078657	0.7102155681010051	0.6484936457135239	0.5623546181498494	0.6730769230769231	0.6177157706133862	0.5623546181498494	1.0	0.0	0.6453963468451547	0.6730769230769231	0.5623546181498494	1.0	0.0	0.6453963468451547	0.6730769230769231	0.5623546181498494	1.0	0.0	0.3	0.28	1.0	-33.57017367644965	-33.55633390374858	0.0	false	true	true	false	threat	high	adverse
